gene_symbol,de_score,de_celltypes,n_de_celltypes,max_log2fc,min_padj,pathway_score,n_pathways,pathway_names,lr_score,n_lr_interactions,lr_pairs,specificity_score,genetic_score,ot_genetic_score,has_genetic_evidence,druggability_score,convergence_bonus,composite_score,priority_tier,rank
CD3D,0.0,,0,0.0,1.0,0.08,2,Allograft Rejection,0.5,20,HLA-B-CD3D,0.0,0.0,0.0,False,0.0,False,0.087,LOW,971
FGFR1OP2,0.18390822409042593,Kupffer_cells,1,0.6523987211458712,0.0242458753286102,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08678164481808519,LOW,972
RPL23A,0.1826003285885831,Kupffer_cells,1,0.6280819836242387,0.022511214778461,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08652006571771662,LOW,973
CTSA,0.1805841176004605,Kupffer_cells,1,0.7127110085789554,0.0375030810042252,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.0861168235200921,LOW,974
MFSD10,0.1804241608637996,Kupffer_cells,1,0.7418860547173921,0.0438093015627631,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08608483217275992,LOW,975
EFR3A,0.18038794930266647,Kupffer_cells,1,0.7272663010919662,0.0407081638657922,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.0860775898605333,LOW,976
RPS7,0.17911240262991965,Kupffer_cells,1,0.6425433983439327,0.0277119768823157,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08582248052598393,LOW,977
FCHO2,0.17908624475203777,Kupffer_cells,1,0.7438468620076045,0.0465824451020268,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08581724895040756,LOW,978
MANF,0.17906482036812743,Kupffer_cells,1,0.7505458197296062,0.0482465125851901,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08581296407362549,LOW,979
WNK1,0.17885833488742833,Kupffer_cells,1,0.6372359962436954,0.0272337686314712,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08577166697748567,LOW,980
GNG2,0.26269956880362305,Kupffer_cells; Scar-associated_macrophages,2,1.1876806344423412,0.0325827104910311,0.02,9,Complement,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.08553991376072462,LOW,981
SPAG7,0.17641132315439323,Kupffer_cells,1,0.7237849500252704,0.0465824451020268,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08528226463087865,LOW,982
CHMP4A,0.1759961645618059,Kupffer_cells,1,0.6783013607890459,0.0375030810042252,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08519923291236117,LOW,983
CALCOCO2,0.17484802294839624,Kupffer_cells,1,0.694800234582637,0.0426448710464808,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08496960458967925,LOW,984
RASSF4,0.17461635297670758,Kupffer_cells,1,0.6041777705010477,0.0270610546391445,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08492327059534152,LOW,985
FNBP1,0.17323808820945363,Kupffer_cells,1,0.6999856879382236,0.0465824451020268,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08464761764189073,LOW,986
ATPIF1,0.1709574228700783,Kupffer_cells,1,0.6787278823068622,0.0456030407425239,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08419148457401567,LOW,987
SCARB1,0.0,,0,0.0,1.0,0.06,12,Hypoxia; Adipogenesis; Estrogen Response Early; Estrogen Response Late,0.5,20,THBS1-SCARB1; PTDSS1-SCARB1,0.0,0.0,0.0,False,0.0,False,0.08399999999999999,LOW,988
PARK7,0.16872205594118722,Kupffer_cells,1,0.6746628925765666,0.0486649864406961,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08374441118823744,LOW,989
GNB2L1,0.16824570641892928,Kupffer_cells,1,0.5626609782053666,0.0279423303205259,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08364914128378587,LOW,990
PPARD,0.0,,0,0.0,1.0,0.0,6,Wnt-beta Catenin Signaling; Notch Signaling,0.0,0,,0.0,0.13818947198632817,0.0,False,0.3263403101032602,False,0.08349841451207107,LOW,991
HIGD2A,0.16672523372147474,Kupffer_cells,1,0.6203823637122561,0.0397991300879868,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08334504674429495,LOW,992
LRP6,0.0,,0,0.0,1.0,0.0,0,,0.5,20,BMP4-LRP6; IGFBP4-LRP6; APOE-LRP6; APP-LRP6,0.0,0.01348707557583126,0.0,False,0.0321978619455491,False,0.08320144818579019,LOW,993
SIVA1,0.1639551862172024,Kupffer_cells,1,0.5970052210654297,0.0392727969413247,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08279103724344047,LOW,994
RPL5,0.16363057396159486,Kupffer_cells,1,0.6279293310792826,0.0465824451020268,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08272611479231898,LOW,995
KCNA3,0.0,,0,0.0,1.0,0.05,2,Inflammatory Response,0.5,17,IL16-KCNA3,0.0,0.0,0.0,False,0.0,False,0.08249999999999999,LOW,996
PTPRC,0.0,,0,0.0,1.0,0.04,11,Apical Junction; Allograft Rejection,0.5,20,LGALS1-PTPRC,0.0,0.0,0.0,False,0.0,False,0.081,LOW,997
CADM1,0.0,,0,0.0,1.0,0.04,6,Epithelial Mesenchymal Transition; Pperoxisome,0.5,20,CADM1-CRTAM; ADAM10-CADM1; CRTAM-CADM1; CADM3-CADM1,0.0,0.0,0.0,False,0.0,False,0.081,LOW,998
APP,0.0,,0,0.0,1.0,0.04,32,Pancreas Beta Cells; mTORC1 Signaling; Androgen Response; Apical Surface; p53 Pathway,0.5,20,APP-CD74,0.0,0.0,0.0,False,0.0,False,0.081,LOW,999
CLIC1,0.1502101419123579,Kupffer_cells,1,0.5302302187422455,0.0472919269174244,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.08004202838247158,LOW,1000
SLC12A1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.12638255622779174,0.0,False,0.31139690958739213,False,0.07830517549505675,LOW,1001
APLP2,0.0,,0,0.0,1.0,0.02,4,Adipogenesis,0.5,20,HLA-A-APLP2,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1002
HLA-DMB,0.0,,0,0.0,1.0,0.02,4,Allograft Rejection,0.5,20,HLA-DMB-CD4,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1003
CALM1,0.0,,0,0.0,1.0,0.02,3,Complement,0.5,20,CALM1-INSR; CALM1-AQP1,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1004
HLA-C,0.0,,0,0.0,1.0,0.02,2,Interferon Alpha Response,0.5,20,HLA-C-CD8B; HLA-C-CD8A,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1005
ICAM2,0.0,,0,0.0,1.0,0.02,3,Apical Junction,0.5,20,ICAM2-ITGAM_ITGB2; ICAM2-ITGAL_ITGB2,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1006
ADAM10,0.0,,0,0.0,1.0,0.02,8,Apical Surface; Protein Secretion,0.5,20,ADAM10-TSPAN15; ADAM10-TSPAN5; ADAM10-TSPAN17; ADAM10-NOTCH2; ADAM10-TSPAN12,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1007
LSR,0.0,,0,0.0,1.0,0.02,4,Estrogen Response Late; KRAS Signaling Dn; Estrogen Response Early,0.5,20,APOE-LSR; APOB-LSR; NRG1-LSR,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1008
LRP1,0.0,,0,0.0,1.0,0.02,6,Epithelial Mesenchymal Transition; heme Metabolism; Complement; Coagulation,0.5,20,APOE-LRP1; SERPINA1-LRP1; HSPG2-LRP1; APOA1-LRP1; APOC3-LRP1,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1009
SDC1,0.0,,0,0.0,1.0,0.02,2,Epithelial Mesenchymal Transition; Glycolysis,0.5,20,CCL5-SDC1; COL1A1-SDC1; HMGB1-SDC1,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1010
LY96,0.0,,0,0.0,1.0,0.02,7,KRAS Signaling Up,0.5,20,BGN-LY96,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1011
SPTAN1,0.0,,0,0.0,1.0,0.02,6,Myogenesis; Apoptosis; Mitotic Spindle,0.5,20,SPTAN1-PTPRA,0.0,0.0,0.0,False,0.0,False,0.078,LOW,1012
TYROBP,0.23711349536756296,CD8_T_cells; Scar-associated_macrophages,2,1.0259728986519878,0.0420556203422764,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.0774226990735126,LOW,1013
ACKR2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CCL28-ACKR2; CCL14-ACKR2; CCL21-ACKR2; CCL5-ACKR2; CCL3-ACKR2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1014
CGN,0.0,,0,0.0,1.0,0.0,1,Pancreas Beta Cells,0.5,20,CGN-TGFBR2; CGN-TGFBR1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1015
ITGAL_ITGB2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ICAM1-ITGAL_ITGB2; ICAM2-ITGAL_ITGB2; F11R-ITGAL_ITGB2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1016
TSPAN17,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ADAM10-TSPAN17,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1017
S100A8,0.0,,0,0.0,1.0,0.0,0,,0.5,20,S100A8-CD68; S100A8-CD36; S100A8-CD69; S100A8-ITGB2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1018
HSPG2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HSPG2-ITGA2; HSPG2-FGFR1; HSPG2-LRP1; HSPG2-DAG1; HSPG2-ITGB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1019
KLRB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CLEC1B-KLRB1; CLEC2D-KLRB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1020
LILRB2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HLA-C-LILRB2; HLA-A-LILRB2; HLA-B-LILRB2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1021
LILRA4,0.0,,0,0.0,1.0,0.0,0,,0.5,20,BST2-LILRA4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1022
PTDSS1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,PTDSS1-JMJD6; PTDSS1-SCARB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1023
SPON1,0.0,,0,0.0,1.0,0.0,1,KRAS Signaling Up,0.5,15,SPON1-APP,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1024
F11R,0.0,,0,0.0,1.0,0.0,0,,0.5,20,F11R-ITGAL_ITGB2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1025
COL6A3,0.0,,0,0.0,1.0,0.0,3,Myogenesis,0.5,20,COL6A3-ITGAV_ITGB8; COL6A3-ITGA3_ITGB1; COL6A3-ITGA9_ITGB1; COL6A3-ITGA2_ITGB1; COL6A3-CD44,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1026
KLRC1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,B2M-KLRC1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1027
CXADR,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CXADR-JAML; JAML-CXADR,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1028
ITGAV_ITGB8,0.0,,0,0.0,1.0,0.0,0,,0.5,20,LAMA4-ITGAV_ITGB8; COL6A3-ITGAV_ITGB8; COL9A3-ITGAV_ITGB8; VTN-ITGAV_ITGB8; LAMA5-ITGAV_ITGB8,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1029
CLEC2D,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CLEC2D-KLRB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1030
SIGIRR,0.0,,0,0.0,1.0,0.0,0,,0.5,20,IL1B-SIGIRR,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1031
COL9A3,0.0,,0,0.0,1.0,0.0,0,,0.5,20,COL9A3-ITGA9_ITGB1; COL9A3-ITGAV_ITGB8; COL9A3-ITGA2_ITGB1; COL9A3-CD44; COL9A3-ITGA1_ITGB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1032
CD74_CXCR4,0.0,,0,0.0,1.0,0.0,0,,0.5,20,MIF-CD74_CXCR4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1033
GPC1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,APP-GPC1; SLIT2-GPC1; VEGFA-GPC1; NRG1-GPC1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1034
TNFSF13B,0.0,,0,0.0,1.0,0.0,0,,0.5,20,TNFSF13B-HLA-DPB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1035
HLA-DPA1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HLA-DPA1-CD4; HLA-DPA1-LAG3,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1036
FAM3C,0.0,,0,0.0,1.0,0.0,0,,0.5,20,FAM3C-ADGRG5; FAM3C-LIFR; FAM3C-CLEC2D,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1037
TSPAN15,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ADAM10-TSPAN15; APP-TSPAN15,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1038
B2M_FCGRT,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ALB-B2M_FCGRT,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1039
FADD,0.0,,0,0.0,1.0,0.0,0,,0.5,20,FADD-TRAF2; FADD-ABCA1; FADD-TRADD; FADD-FAS,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1040
TXLNA,0.0,,0,0.0,1.0,0.0,0,,0.5,20,TXLNA-STX4; TXLNA-STX3,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1041
ITGA3_ITGB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,LAMA5-ITGA3_ITGB1; COL6A1-ITGA3_ITGB1; LAMB1-ITGA3_ITGB1; COL4A4-ITGA3_ITGB1; COL6A3-ITGA3_ITGB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1042
ITGA4,0.0,,0,0.0,1.0,0.0,4,IL-6/JAK/STAT3 Signaling,0.5,20,ICAM4-ITGA4; SPON2-ITGA4; TGM2-ITGA4; ADAM28-ITGA4; VWF-ITGA4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1043
EPHB6,0.0,,0,0.0,1.0,0.0,0,,0.5,20,EFNB3-EPHB6; EFNA1-EPHB6; EFNB1-EPHB6; EFNB2-EPHB6,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1044
KNG1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,KNG1-ITGB2; KNG1-PLAUR; KNG1-CD93,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1045
CCL3,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CCL3-CCR5; CCL3-CCR1; CCL3-ACKR2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1046
SPON2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,SPON2-ITGA5; SPON2-ITGA4; SPON2-ITGB1; SPON2-ITGAM; SPON2-ITGB2,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1047
ROBO4,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ANXA2-ROBO4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1048
PTPRA,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CALM1-PTPRA; SPTAN1-PTPRA,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1049
ITGA8_ITGB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,TNXB-ITGA8_ITGB1; FN1-ITGA8_ITGB1; VTN-ITGA8_ITGB1; SPP1-ITGA8_ITGB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1050
ITGA2_ITGB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,COL12A1-ITGA2_ITGB1; LAMA5-ITGA2_ITGB1; COL4A4-ITGA2_ITGB1; LAMB3-ITGA2_ITGB1; COL21A1-ITGA2_ITGB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1051
DAG1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HSPG2-DAG1; LAMB1-DAG1; LAMC1-DAG1; LAMA4-DAG1; LAMA5-DAG1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1052
STX4,0.0,,0,0.0,1.0,0.0,4,Complement; Apical Junction,0.5,20,TXLNA-STX4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1053
NCSTN,0.0,,0,0.0,1.0,0.0,1,Wnt-beta Catenin Signaling,0.5,20,PSEN1-NCSTN; APP-NCSTN,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1054
KLRC1_KLRD1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HLA-E-KLRC1_KLRD1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1055
S100A9,0.0,,0,0.0,1.0,0.0,7,Estrogen Response Late; Complement,0.5,20,S100A9-ITGB2; S100A9-CD36; S100A9-CD68,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1056
LILRB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HLA-B-LILRB1; HLA-C-LILRB1; HLA-G-LILRB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1057
NRG1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,NRG1-HLA-DPB1; NRG1-ERBB2_ERBB3; NRG1-SIGLEC7; NRG1-LSR; NRG1-LGR4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1058
ITGA3,0.0,,0,0.0,1.0,0.0,1,Apical Junction,0.5,20,NID1-ITGA3; VTN-ITGA3; PLAU-ITGA3; ADAM9-ITGA3; TIMP2-ITGA3,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1059
EFNB3,0.0,,0,0.0,1.0,0.0,0,,0.5,13,EFNB3-EPHA4; EFNB3-EPHB6; EFNB3-EPHB4; EFNB3-EPHB1,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1060
ICAM3,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ICAM3-ITGAL; ICAM3-CLEC4M,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1061
EPHB4,0.0,,0,0.0,1.0,0.0,1,Apical Surface,0.5,20,EFNB2-EPHB4; EFNB3-EPHB4; EFNB1-EPHB4,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1062
ITGAV_ITGB5,0.0,,0,0.0,1.0,0.0,0,,0.5,20,SPP1-ITGAV_ITGB5; VTN-ITGAV_ITGB5,0.0,0.0,0.0,False,0.0,False,0.075,LOW,1063
RPL31,0.21780508660702796,Endothelial_capillary; Kupffer_cells,2,0.8715799597515603,0.0302632826296548,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.0735610173214056,LOW,1064
SLC12A3,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.1147161393332533,0.0,False,0.2791912133629879,False,0.0705577168377615,LOW,1065
NR3C2,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.11542394381037775,0.0,False,0.2766940213571451,False,0.0703600891561662,LOW,1066
THRB,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.11878775055781296,0.0,False,0.26239331228037144,False,0.06905593448150896,LOW,1067
NDUFS8,0.0,,0,0.0,1.0,0.16,6,Oxidative Phosphorylation,0.0,0,,0.0,0.06982768365780073,0.0,False,0.16317050668928393,False,0.06593249691784277,LOW,1068
SLC10A2,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.10742608588484548,0.0,False,0.2387672922854375,False,0.06267161531402698,LOW,1069
